"gene_id","cell_type","log2FC","lfcSE","pval","padj","baseMean"
"HECW1","Excitatory_neuron",-0.218410657454039,0.390541792449989,0.575990834169877,0.999784705755525,590.174665884036
"MAD1L1","Excitatory_neuron",-0.454048687137414,0.655260788179315,0.488354603153002,0.999784705755525,77.8802569087044
"LASP1","Excitatory_neuron",-0.157900847044389,0.451612827191633,0.726610652505402,0.999784705755525,42.6436240529959
"SNX11","Excitatory_neuron",-0.913232714909364,0.679546729078876,0.178985549247142,0.999784705755525,22.0105123044952
"M6PR","Excitatory_neuron",0.399489312658442,0.551988321987468,0.469232841580258,0.999784705755525,194.351393453842
"KLHL13","Excitatory_neuron",-0.95997453428084,0.683563899007806,0.16020961320003,0.987374384616175,12.6503365447815
"CYP26B1","Excitatory_neuron",-0.113653957368984,0.966998456144015,0.906437918070568,0.999784705755525,2.12205834456701
"ICA1","Excitatory_neuron",-0.124580360032291,0.367785046511965,0.734812050372979,0.999784705755525,220.756832418435
"DBNDD1","Excitatory_neuron",-0.0807190612217493,0.727947639867737,0.911706900866596,0.999784705755525,16.817311114149
"ALS2","Excitatory_neuron",0.0598052130961855,0.322009550842462,0.852660448379662,0.999784705755525,312.097093964934
"CFLAR","Excitatory_neuron",-0.226894136855824,0.55262494322053,0.681383998253799,0.999784705755525,68.6746891145225
"TFPI","Excitatory_neuron",0.343190880763684,1.30819423533714,0.793059794485075,0.999784705755525,1.36974174718336
"NDUFAF7","Excitatory_neuron",-0.22345130938313,0.494659660182325,0.651465395258505,0.999784705755525,115.140052381932
"RBM5","Excitatory_neuron",-0.181936883532905,0.363635171140493,0.616844091924839,0.999784705755525,284.3518188603
"MTMR7","Excitatory_neuron",0.209221295758461,0.381900057670666,0.583799669751853,0.999784705755525,189.662228956478
"SLC7A2","Excitatory_neuron",-3.61837114406227,1.77166078197321,0.041115720915275,0.82843422907424,16.8515535365285
"ARF5","Excitatory_neuron",-0.164166749485324,0.733530746763156,0.822910205376799,0.999784705755525,41.7288475749763
"SARM1","Excitatory_neuron",-0.0610064130174162,0.472816288851142,0.897335705922458,0.999784705755525,66.7922894919795
"POLDIP2","Excitatory_neuron",0.86213992432214,0.75448465710008,0.253168505907145,0.999784705755525,63.3395600007649
"PLXND1","Excitatory_neuron",1.04140570648447,0.404846291277834,0.0101011186105645,0.640538295895896,94.9804769274112
"AK2","Excitatory_neuron",-0.114480520363869,0.37559219001589,0.760518439249606,0.999784705755525,76.5075025701021
"CD38","Excitatory_neuron",-0.124599067660948,1.21512660640328,0.918328074258986,0.999784705755525,2.86711211373023
"FKBP4","Excitatory_neuron",-0.486564544098646,0.620847229363331,0.433209951276826,0.999784705755525,63.1838036351527
"KDM1A","Excitatory_neuron",-0.0564399153871776,0.346233292282153,0.870509591440565,0.999784705755525,133.460330263852
"RBM6","Excitatory_neuron",0.0299570196030169,0.404630572873317,0.940982151954341,0.999784705755525,310.204341938994
"CAMKK1","Excitatory_neuron",0.13773805056327,0.483482589437901,0.775730484442539,0.999784705755525,238.788317490156
"RECQL","Excitatory_neuron",-0.312695615253869,0.672092194205061,0.641747405693613,0.999784705755525,49.473188005314
"VPS50","Excitatory_neuron",0.0315490977023111,0.566027529132551,0.955550730598438,0.999784705755525,239.374912612402
"ARHGAP33","Excitatory_neuron",-0.0470280671853563,0.760064104144078,0.950663318650848,0.999784705755525,11.1272557162275
"NDUFAB1","Excitatory_neuron",-0.400712355204294,0.676186173928605,0.553444495054049,0.999784705755525,7.88285942803494
"PDK4","Excitatory_neuron",1.55087161928994,0.768311001522687,0.043534357998742,0.839841020845816,17.5383496290053
"ZMYND10","Excitatory_neuron",1.12512280926085,1.45046878875222,0.437928513738199,0.999784705755525,5.19982297259282
"ARX","Excitatory_neuron",1.84004476379631,1.40086047664981,0.189011028710579,0.999784705755525,2.55887683445166
"SLC25A13","Excitatory_neuron",0.235595107840424,0.506568317883777,0.641873723181875,0.999784705755525,34.6715654744271
"ST7","Excitatory_neuron",-0.71737510360676,0.332086433827364,0.0307567266515857,0.778910790275054,160.983777115092
"CDC27","Excitatory_neuron",-0.0228060824424393,0.423108324723506,0.957013812788151,0.999784705755525,118.202428070463
"HCCS","Excitatory_neuron",-0.219700458425963,0.795278065105252,0.782351331120069,0.999784705755525,15.9620339608769
"DVL2","Excitatory_neuron",0.362366282138708,0.481608752992483,0.451805732702637,0.999784705755525,33.2755724973824
"UPF1","Excitatory_neuron",-0.330208524725986,0.457988809014968,0.470911404323671,0.999784705755525,50.7694380707455
"SKAP2","Excitatory_neuron",-1.03934445306792,0.552678290799213,0.0600318548070848,0.883535995254589,84.9907281636178
"SLC25A5","Excitatory_neuron",-0.779516484368667,0.938882088690842,0.406391653041862,0.999784705755525,24.3812120648369
"MCUB","Excitatory_neuron",1.24682964648929,1.07988675661875,0.248257151064976,0.999784705755525,3.04738194079346
"POLR2J","Excitatory_neuron",-0.511190485293915,0.732475140510579,0.48524307746676,0.999784705755525,4.07960421495889
"DHX33","Excitatory_neuron",0.621096242170863,0.519798963730078,0.232134777727509,0.999784705755525,25.7376345314636
"THSD7A","Excitatory_neuron",-0.581217710315473,0.652354832731469,0.372954208333873,0.999784705755525,87.2446617060056
"LIG3","Excitatory_neuron",-0.301627469357238,0.506336057993547,0.551371594343064,0.999784705755525,119.253310854931
